sex,diversity,legacy,SAT,GPA,extracurricular,TOEFL,AP,letterScore,subject,group,C_SAT,C_GPA,C_extracurricular,C_TOEFL,C_AP,C_letterScore,C_subject,admission
F,O,Y,1267.426,2.571,0,59.006,0,0.955,1,FOY0000010,0,0,0,0,0,1,0,Y
F,W,N,1185.831,1.767,7,88.663,1,0.719,0,FWN0010000,0,0,1,0,0,0,0,Y
F,W,N,1497.442,2.543,8,86.059,9,0.108,4,FWN0010101,0,0,1,0,1,0,1,Y
M,W,N,1646.741,1.434,0,52.053,5,0.758,4,MWN0000001,0,0,0,0,0,0,1,Y
F,W,N,1749.038,2.548,6,89.912,8,0.728,2,FWN0010100,0,0,1,0,1,0,0,Y
M,O,N,1057.018,2.537,7,69.747,9,0.598,2,MON0010100,0,0,1,0,1,0,0,Y
M,O,Y,1088.973,1.84,4,57.86,3,0.755,2,MOY0000000,0,0,0,0,0,0,0,Y
F,W,N,1170.462,3.577,5,49.278,0,0.099,2,FWN0110000,0,1,1,0,0,0,0,Y
F,B,N,1509.145,2.658,0,96.897,9,0.032,4,FBN0000101,0,0,0,0,1,0,1,N
F,A,N,1342.993,2.867,0,66.062,3,0.373,1,FAN0000000,0,0,0,0,0,0,0,N
F,W,N,965.002,3.223,3,81.59,33,0.509,4,FWN0100101,0,1,0,0,1,0,1,N
M,H,Y,849.739,1.27,1,94.992,2,0.822,4,MHY0000001,0,0,0,0,0,0,1,Y
F,H,N,1032.803,3.939,1,96.206,6,0.122,4,FHN0100001,0,1,0,0,0,0,1,Y
M,O,N,1133.178,3.139,7,67.433,1,0.399,3,MON0110001,0,1,1,0,0,0,1,Y
M,W,N,14.59,2.285,4,81.326,6,0.85,4,MWN0000001,0,0,0,0,0,0,1,N
F,O,N,1342.582,2.709,3,42.247,5,0.493,1,FON0000000,0,0,0,0,0,0,0,N
F,A,N,1350.563,2.793,0,63.671,5,0.705,4,FAN0000001,0,0,0,0,0,0,1,N
F,W,N,1266.641,3.22,1,74.68,20,0.427,3,FWN0100101,0,1,0,0,1,0,1,N
F,A,Y,1415.239,2.946,5,69.685,4,0.432,4,FAY0010001,0,0,1,0,0,0,1,Y
F,I,Y,969.007,2.412,5,81.752,9,0.45,0,FIY0010100,0,0,1,0,1,0,0,N
F,A,N,1311.695,2.964,5,69.478,9,0.916,2,FAN0010110,0,0,1,0,1,1,0,N
F,B,Y,1354.825,2.339,2,91.937,7,0.496,1,FBY0000000,0,0,0,0,0,0,0,Y
F,O,N,1328.52,2.755,3,73.847,5,0.521,2,FON0000000,0,0,0,0,0,0,0,N
M,O,N,750.435,1.888,4,49.35,3,0.536,4,MON0000001,0,0,0,0,0,0,1,Y
M,A,N,894.68,1.762,3,69.917,9,0.292,1,MAN0000100,0,0,0,0,1,0,0,N
M,O,N,1205.529,2.879,8,42.238,2,0.689,0,MON0010000,0,0,1,0,0,0,0,Y
F,W,Y,1386.724,2.284,8,69.175,8,0.279,0,FWY0010100,0,0,1,0,1,0,0,Y
M,A,N,1043.963,2.68,9,73.107,8,0.5,3,MAN0010101,0,0,1,0,1,0,1,Y
M,A,N,883.585,2.804,9,69.221,0,0.673,2,MAN0010000,0,0,1,0,0,0,0,N
F,W,N,1239.346,4.272,4,97.608,9,0.716,4,FWN0100101,0,1,0,0,1,0,1,Y
M,W,Y,887.815,1.886,5,65.82,4,0.699,0,MWY0010000,0,0,1,0,0,0,0,Y
M,W,N,970.538,1.222,1,57.15,0,0.615,3,MWN0000001,0,0,0,0,0,0,1,N
F,W,N,1207.255,1.71,2,103.525,5,0.875,4,FWN0001001,0,0,0,1,0,0,1,Y
F,I,N,1136.889,3.813,3,73.492,5,0.079,2,FIN0100000,0,1,0,0,0,0,0,Y
F,A,N,1912.33,2.768,7,67.023,7,0.674,1,FAN0010000,0,0,1,0,0,0,0,N
F,W,N,1024.812,1.649,1,90.975,7,0.497,2,FWN0000000,0,0,0,0,0,0,0,Y
M,O,Y,967.377,2.804,2,54.528,2,0.262,4,MOY0000001,0,0,0,0,0,0,1,Y
M,W,N,925.041,3.093,6,126.622,12,0.004,1,MWN0111100,0,1,1,1,1,0,0,Y
M,H,N,988.62,1.951,1,106.757,4,0.081,3,MHN0001001,0,0,0,1,0,0,1,N
F,W,N,1309.061,2.66,7,97.255,6,0.854,4,FWN0010001,0,0,1,0,0,0,1,N
M,H,N,579.365,1.571,5,100.086,1,0.728,1,MHN0011000,0,0,1,1,0,0,0,N
F,W,N,1084.293,3.289,7,108.511,9,0.352,2,FWN0111100,0,1,1,1,1,0,0,Y
F,H,N,1042.005,2.496,5,98.025,9,0.314,3,FHN0010101,0,0,1,0,1,0,1,Y
M,W,N,1177.705,0.996,4,86.064,0,0.632,0,MWN0000000,0,0,0,0,0,0,0,Y
F,A,N,1374.359,3.602,6,72.722,6,0.55,2,FAN0110000,0,1,1,0,0,0,0,Y
F,A,N,1142.603,3.594,4,71.299,7,0.781,1,FAN0100000,0,1,0,0,0,0,0,N
M,B,N,1074.257,1.649,4,94.029,1,0.05,0,MBN0000000,0,0,0,0,0,0,0,Y
F,A,N,1009.756,2.72,9,63.039,4,0.405,3,FAN0010001,0,0,1,0,0,0,1,N
F,H,N,1079.548,2.899,8,84.333,3,0.804,4,FHN0010001,0,0,1,0,0,0,1,N
F,W,Y,1112.073,2.349,9,83.726,22,0.399,2,FWY0010100,0,0,1,0,1,0,0,N
M,O,Y,514.043,2.414,8,58.26,0,0.208,0,MOY0010000,0,0,1,0,0,0,0,Y
F,O,Y,735.235,2.212,5,42.333,1,0.821,3,FOY0010001,0,0,1,0,0,0,1,Y
F,A,N,1077.058,2.686,6,61.46,12,0.986,0,FAN0010110,0,0,1,0,1,1,0,N
M,A,N,669.707,2.283,2,59.092,6,0.065,1,MAN0000000,0,0,0,0,0,0,0,Y
M,B,Y,1020.91,2.179,1,84.786,7,0.802,2,MBY0000000,0,0,0,0,0,0,0,Y
M,W,Y,1666.214,1.634,1,45.868,1,0.345,4,MWY0000001,0,0,0,0,0,0,1,Y
F,A,Y,1315.51,3.185,3,71.01,3,0.226,3,FAY0100001,0,1,0,0,0,0,1,Y
F,H,N,1236.984,2.019,3,97.31,8,0.918,3,FHN0000111,0,0,0,0,1,1,1,N
F,W,N,1159.173,2.878,0,59.007,0,0.261,0,FWN0000000,0,0,0,0,0,0,0,N
M,O,N,1166.313,2.614,0,57.27,8,0.721,1,MON0000100,0,0,0,0,1,0,0,Y
F,W,N,1189.944,2.264,1,102.049,3,0.996,3,FWN0001011,0,0,0,1,0,1,1,N
M,A,N,1049.85,3.008,7,65.004,19,0.698,0,MAN0110100,0,1,1,0,1,0,0,N
F,W,N,907.49,3.083,0,68.871,0,0.372,4,FWN0100001,0,1,0,0,0,0,1,N
M,H,N,886.561,2.539,2,122.37,9,0.56,1,MHN0001100,0,0,0,1,1,0,0,N
M,W,Y,794.465,1.579,1,53.449,8,0.602,2,MWY0000100,0,0,0,0,1,0,0,N
M,I,N,598.064,2.772,8,64.642,2,0.465,3,MIN0010001,0,0,1,0,0,0,1,Y
F,W,N,1747.055,3.367,3,86.616,3,0.741,4,FWN0100001,0,1,0,0,0,0,1,N
F,A,Y,1427.294,2.364,8,74.329,5,0.028,2,FAY0010000,0,0,1,0,0,0,0,N
M,W,N,1142.682,1.956,2,87.13,2,0.168,4,MWN0000001,0,0,0,0,0,0,1,N
F,W,N,1147.3,2.192,8,92.898,4,0.347,4,FWN0010001,0,0,1,0,0,0,1,Y
F,A,N,974.456,1.53,7,73.703,2,0.009,1,FAN0010000,0,0,1,0,0,0,0,N
M,W,N,1265.019,1.648,5,94.44,5,0.288,1,MWN0010000,0,0,1,0,0,0,0,Y
M,W,N,948.296,1.659,1,68.258,6,0.9,4,MWN0000011,0,0,0,0,0,1,1,Y
M,O,N,1443.379,2.481,1,72.801,1,0.836,2,MON0000000,0,0,0,0,0,0,0,Y
F,W,N,1554.512,2.385,1,83.147,7,0.12,2,FWN0000000,0,0,0,0,0,0,0,N
M,A,N,1197.299,1.377,1,70.388,13,0.227,3,MAN0000101,0,0,0,0,1,0,1,Y
F,W,N,1728.233,3.116,4,45.488,7,0.051,2,FWN0100000,0,1,0,0,0,0,0,N
F,O,N,1299.896,3.032,0,65.506,1,0.527,4,FON0100001,0,1,0,0,0,0,1,N
F,B,N,1315.235,3.27,5,86.56,2,0.32,1,FBN0110000,0,1,1,0,0,0,0,N
F,A,N,716.841,3.22,0,65.868,8,0.283,1,FAN0100100,0,1,0,0,1,0,0,N
F,H,N,161.125,2.408,2,103.994,35,0.728,2,FHN0001100,0,0,0,1,1,0,0,N
M,W,Y,1468.904,2.212,5,56.659,2,0.745,0,MWY0010000,0,0,1,0,0,0,0,Y
M,A,N,1056.848,2.21,5,69.542,2,0.819,0,MAN0010000,0,0,1,0,0,0,0,N
M,B,N,1333.326,2.012,2,93.22,7,0.455,0,MBN0000000,0,0,0,0,0,0,0,Y
F,W,N,1071.141,3.07,3,82.804,3,0.727,2,FWN0100000,0,1,0,0,0,0,0,N
M,O,Y,1020.648,2.623,2,56.709,0,0.181,2,MOY0000000,0,0,0,0,0,0,0,Y
F,W,Y,396.253,3.472,7,102.362,13,0.768,0,FWY0111100,0,1,1,1,1,0,0,N
F,W,N,497.667,2.58,4,67.688,6,0.048,1,FWN0000000,0,0,0,0,0,0,0,Y
F,O,Y,1006.702,4.489,8,56.72,0,0.919,1,FOY0110010,0,1,1,0,0,1,0,Y
F,B,N,421.156,3.992,8,91.664,4,0.404,4,FBN0110001,0,1,1,0,0,0,1,N
F,W,N,1763.109,3.061,4,77.149,6,0.108,3,FWN0100001,0,1,0,0,0,0,1,Y
F,A,N,1703.678,2.569,7,68.438,9,0.053,3,FAN0010101,0,0,1,0,1,0,1,N
F,W,Y,1532.632,3.016,3,62.872,8,0.009,0,FWY0100100,0,1,0,0,1,0,0,Y
M,B,N,1147.011,2.471,5,87.937,6,0.77,1,MBN0010000,0,0,1,0,0,0,0,Y
M,O,Y,1303.249,2.598,1,52.91,9,0.968,4,MOY0000111,0,0,0,0,1,1,1,N
F,O,N,982.364,2.124,9,64.781,3,0.902,0,FON0010010,0,0,1,0,0,1,0,Y
M,A,N,744.766,2.88,2,67.705,8,0.838,3,MAN0000101,0,0,0,0,1,0,1,Y
F,W,Y,1513.866,2.658,1,121.566,3,0.664,1,FWY0001000,0,0,0,1,0,0,0,Y
F,B,N,1029.914,1.886,0,91.155,6,0.157,1,FBN0000000,0,0,0,0,0,0,0,Y
M,A,N,1512.309,2.522,9,71.089,4,0.572,4,MAN0010001,0,0,1,0,0,0,1,N
F,I,N,1136.469,2.976,8,78.236,1,0.325,2,FIN0010000,0,0,1,0,0,0,0,Y
M,W,N,623.511,0.766,9,81.42,0,0.695,4,MWN0010001,0,0,1,0,0,0,1,Y
F,W,N,1436.362,2.911,4,86.243,2,0.047,0,FWN0000000,0,0,0,0,0,0,0,N
F,O,N,1003.211,2.316,1,67.171,8,0.157,2,FON0000100,0,0,0,0,1,0,0,N
F,W,N,1987.852,1.927,4,89.216,5,0.317,1,FWN0000000,0,0,0,0,0,0,0,N
F,A,Y,1211.362,2.293,2,64.4,3,0.088,3,FAY0000001,0,0,0,0,0,0,1,N
M,H,N,724.492,1.897,2,88.114,6,0.093,3,MHN0000001,0,0,0,0,0,0,1,Y
F,O,N,1661.79,1.974,8,61.751,3,0.2,2,FON0010000,0,0,1,0,0,0,0,Y
M,B,N,965.829,2.29,4,87.038,4,0.927,3,MBN0000011,0,0,0,0,0,1,1,Y
F,O,N,1669.025,2.907,5,71.303,7,0.136,3,FON0010001,0,0,1,0,0,0,1,N
M,A,N,990.963,3.281,9,59.327,0,0.83,1,MAN0110000,0,1,1,0,0,0,0,N
M,W,Y,1025.709,2.007,1,61.064,1,0.848,1,MWY0000000,0,0,0,0,0,0,0,Y
M,W,N,1070.012,2.635,6,61.876,9,0.288,4,MWN0010101,0,0,1,0,1,0,1,Y
M,W,N,883.792,2.501,9,61.409,5,0.352,0,MWN0010000,0,0,1,0,0,0,0,N
F,W,N,1790.402,2.633,7,84.667,4,0.632,0,FWN0010000,0,0,1,0,0,0,0,Y
M,A,N,1434.231,1.723,8,73.788,1,0.245,1,MAN0010000,0,0,1,0,0,0,0,Y
F,B,Y,1564.794,3.225,5,93.603,3,0.67,3,FBY0110001,0,1,1,0,0,0,1,Y
M,B,N,976.414,2.603,3,91.273,9,0.404,0,MBN0000100,0,0,0,0,1,0,0,Y
M,W,N,745.602,1.172,7,50.031,34,0.886,4,MWN0010101,0,0,1,0,1,0,1,Y
M,W,N,1112.244,2.977,4,67.361,9,0.301,2,MWN0000100,0,0,0,0,1,0,0,N
M,O,N,608.536,1.625,9,68.262,1,0.954,1,MON0010010,0,0,1,0,0,1,0,Y
F,W,N,1019.814,3.494,3,81.231,0,0.813,2,FWN0100000,0,1,0,0,0,0,0,Y
M,W,N,948.244,2.487,5,55.121,3,0.399,2,MWN0010000,0,0,1,0,0,0,0,Y
M,W,N,1099.351,2.841,7,83.09,27,0.484,4,MWN0010101,0,0,1,0,1,0,1,Y
F,A,N,1119.8,3.594,7,72.957,5,0.213,0,FAN0110000,0,1,1,0,0,0,0,N
F,W,Y,1104.299,2.703,6,48.444,0,0.153,1,FWY0010000,0,0,1,0,0,0,0,N
M,I,Y,1174.824,2.395,9,82.705,7,0.51,0,MIY0010000,0,0,1,0,0,0,0,Y
F,O,N,983.004,2.125,3,76.174,31,0.849,4,FON0000101,0,0,0,0,1,0,1,Y
M,W,N,636.886,2.313,1,79.427,5,0.606,1,MWN0000000,0,0,0,0,0,0,0,Y
M,H,Y,977.02,2.006,9,95.142,3,0.038,1,MHY0010000,0,0,1,0,0,0,0,Y
F,W,N,613.734,2.774,0,80.424,0,0.223,4,FWN0000001,0,0,0,0,0,0,1,Y
F,W,N,1315.58,3.394,2,79.361,9,0.192,0,FWN0100100,0,1,0,0,1,0,0,N
F,W,N,1645.745,2.452,2,85.942,5,0.061,3,FWN0000001,0,0,0,0,0,0,1,N
F,A,N,1190.677,2.614,9,82.465,1,0.502,3,FAN0010001,0,0,1,0,0,0,1,N
M,W,N,477.839,2.305,3,87.752,1,0.697,1,MWN0000000,0,0,0,0,0,0,0,N
M,W,N,1243.311,2.161,0,93.715,1,0.874,4,MWN0000001,0,0,0,0,0,0,1,Y
F,H,Y,1250.328,2.474,2,94.395,4,0.437,4,FHY0000001,0,0,0,0,0,0,1,Y
F,O,N,1090.103,2.964,0,67.466,6,0.618,2,FON0000000,0,0,0,0,0,0,0,Y
F,W,N,1344.624,2.522,0,60.024,1,0.243,1,FWN0000000,0,0,0,0,0,0,0,Y
F,H,Y,1812.929,1.527,7,106.753,4,0.005,4,FHY0011001,0,0,1,1,0,0,1,N
F,I,N,1120.26,2.711,6,81.466,3,0.258,3,FIN0010001,0,0,1,0,0,0,1,Y
F,W,N,1055.935,1.999,0,120.882,1,0.35,2,FWN0001000,0,0,0,1,0,0,0,Y
F,B,N,1706.758,2.895,7,96.322,9,0.181,3,FBN0010101,0,0,1,0,1,0,1,N
M,O,N,1181.374,1.846,5,69.499,2,0.081,1,MON0010000,0,0,1,0,0,0,0,Y
M,I,Y,932.971,1.756,4,75.207,9,0.941,1,MIY0000110,0,0,0,0,1,1,0,Y
F,A,N,1457.159,2.876,4,62.344,9,0.737,0,FAN0000100,0,0,0,0,1,0,0,N
F,W,N,1119.395,3.736,2,74.941,3,0.834,1,FWN0100000,0,1,0,0,0,0,0,Y
F,B,N,740.766,1.852,1,90.963,8,0.63,3,FBN0000101,0,0,0,0,1,0,1,N
M,W,N,676.419,2.823,1,68.833,2,0.247,0,MWN0000000,0,0,0,0,0,0,0,N
F,W,N,928.062,3.236,6,85.813,6,0.048,4,FWN0110001,0,1,1,0,0,0,1,N
F,A,N,852.856,3.359,2,68.47,1,0.988,3,FAN0100011,0,1,0,0,0,1,1,N
M,O,Y,983.759,2.745,0,58.273,7,0.517,0,MOY0000000,0,0,0,0,0,0,0,Y
M,O,N,837.799,1.601,7,54.663,3,0.683,3,MON0010001,0,0,1,0,0,0,1,Y
F,W,N,1117.509,2.801,4,99.781,6,0.504,1,FWN0000000,0,0,0,0,0,0,0,Y
M,A,N,1037.194,1.511,8,50.751,2,0.648,2,MAN0010000,0,0,1,0,0,0,0,Y
F,W,N,1038.543,3.331,3,29.692,6,0.747,1,FWN0100000,0,1,0,0,0,0,0,Y
F,O,N,1385.246,3.197,7,58.143,7,0.947,3,FON0110011,0,1,1,0,0,1,1,N
F,W,Y,909.34,3.249,8,20.867,6,0.698,1,FWY0110000,0,1,1,0,0,0,0,Y
M,W,N,1272.849,2.165,0,35.813,4,0.607,3,MWN0000001,0,0,0,0,0,0,1,Y
M,W,N,1060.474,1.881,8,130.58,9,0.474,3,MWN0011101,0,0,1,1,1,0,1,Y
M,W,N,1607.056,2.757,9,86.243,3,0.848,1,MWN0010000,0,0,1,0,0,0,0,Y
M,W,N,1079.275,2.366,9,67.245,0,0.473,1,MWN0010000,0,0,1,0,0,0,0,N
M,W,Y,786.77,3.473,0,82.642,9,0.13,4,MWY0100101,0,1,0,0,1,0,1,N
M,A,N,1199.855,2.424,0,69.84,5,0.515,2,MAN0000000,0,0,0,0,0,0,0,Y
F,I,N,1422.476,2.696,2,78.688,7,0.646,4,FIN0000001,0,0,0,0,0,0,1,N
M,A,Y,1573.618,3.3,8,70.787,2,0.271,4,MAY0110001,0,1,1,0,0,0,1,Y
F,I,Y,1499.68,2.569,5,77.01,5,0.302,1,FIY0010000,0,0,1,0,0,0,0,N
F,H,N,1331.11,2.829,3,107.759,6,0.105,3,FHN0001001,0,0,0,1,0,0,1,Y
M,B,N,1161.645,2.715,8,81.065,8,0.416,0,MBN0010100,0,0,1,0,1,0,0,N
M,W,N,1066.429,2.792,0,85.479,6,0.07,1,MWN0000000,0,0,0,0,0,0,0,Y
F,A,N,1068.337,2.859,8,78.83,16,0.134,3,FAN0010101,0,0,1,0,1,0,1,N
M,A,Y,1013.657,2.551,3,69.851,4,0.07,3,MAY0000001,0,0,0,0,0,0,1,Y
F,W,N,908.212,2.606,3,97.712,4,0.168,0,FWN0000000,0,0,0,0,0,0,0,Y
M,O,N,1426.419,2.254,7,64.582,7,0.555,4,MON0010001,0,0,1,0,0,0,1,Y
F,B,N,1433.548,1.459,7,97.52,1,0.107,0,FBN0010000,0,0,1,0,0,0,0,Y
M,H,N,737.837,1.942,5,77.464,4,0.026,2,MHN0010000,0,0,1,0,0,0,0,Y
F,W,N,1005.625,2.509,8,97.921,3,0.686,2,FWN0010000,0,0,1,0,0,0,0,N
F,A,N,1484.361,3.264,1,74.403,6,0.692,0,FAN0100000,0,1,0,0,0,0,0,N
F,A,Y,1612.614,2.566,4,62.754,5,0.383,2,FAY0000000,0,0,0,0,0,0,0,Y
F,W,N,1208.909,2.308,3,54.159,27,0.833,0,FWN0000100,0,0,0,0,1,0,0,Y
F,A,N,1463.588,2.61,6,65.893,7,0.256,4,FAN0010001,0,0,1,0,0,0,1,N
M,A,N,848.847,3.1,3,55.886,6,0.334,2,MAN0100000,0,1,0,0,0,0,0,Y
F,W,N,1237.928,2.579,3,77.336,0,0.582,1,FWN0000000,0,0,0,0,0,0,0,N
M,A,N,438.848,1.778,6,85.214,6,0.684,2,MAN0010000,0,0,1,0,0,0,0,Y
F,W,N,1893.006,3.812,1,58.753,9,0.63,1,FWN0100100,0,1,0,0,1,0,0,Y
M,O,N,731.858,1.554,1,45.027,8,0.014,3,MON0000101,0,0,0,0,1,0,1,Y
F,I,N,1292.78,2.742,8,85.169,0,0.605,0,FIN0010000,0,0,1,0,0,0,0,Y
M,O,N,911.256,1.916,8,76.316,1,0.615,4,MON0010001,0,0,1,0,0,0,1,Y
F,A,N,1838.941,3.034,4,69.685,9,0.228,3,FAN0100101,0,1,0,0,1,0,1,N
M,A,N,1066.303,3.006,7,71.503,5,0.291,4,MAN0110001,0,1,1,0,0,0,1,Y
M,B,N,1248.375,2.523,0,84.302,6,0.497,3,MBN0000001,0,0,0,0,0,0,1,Y
F,O,Y,785.423,2.742,8,59.599,7,0.275,0,FOY0010000,0,0,1,0,0,0,0,Y
F,W,N,1514.053,1.784,8,79.052,0,0.912,1,FWN0010010,0,0,1,0,0,1,0,N
F,A,N,1437.867,1.872,3,73.023,8,0.788,2,FAN0000100,0,0,0,0,1,0,0,N
F,B,N,1384.56,2.266,1,86.927,8,0.012,0,FBN0000100,0,0,0,0,1,0,0,N
M,W,N,356.171,2.26,7,79.098,9,0.741,1,MWN0010100,0,0,1,0,1,0,0,Y
F,B,N,1225.52,2.226,5,85.006,7,0.498,4,FBN0010001,0,0,1,0,0,0,1,Y
F,W,N,1115.164,2.799,1,62.882,9,0.246,1,FWN0000100,0,0,0,0,1,0,0,Y
F,I,N,771.916,3.71,5,94.077,7,0.862,4,FIN0110001,0,1,1,0,0,0,1,Y
M,W,N,765.452,2.865,1,103.487,5,0.35,1,MWN0001000,0,0,0,1,0,0,0,Y
F,O,Y,1860.076,2.598,9,66.304,1,0.204,4,FOY0010001,0,0,1,0,0,0,1,N
M,W,N,704.25,1.584,1,88.934,2,0.361,0,MWN0000000,0,0,0,0,0,0,0,Y
F,W,N,1370.149,3.002,4,67.501,2,0.51,1,FWN0100000,0,1,0,0,0,0,0,N
F,H,Y,1675.902,3.129,5,101.787,14,0.24,2,FHY0111100,0,1,1,1,1,0,0,N
F,O,N,1172.253,2.886,9,43.181,5,0.32,4,FON0010001,0,0,1,0,0,0,1,Y
M,W,N,693.676,2.354,6,51.423,4,0.552,4,MWN0010001,0,0,1,0,0,0,1,N
M,A,N,1205.096,2.547,5,76.905,17,0.842,4,MAN0010101,0,0,1,0,1,0,1,Y
M,W,N,334.887,1.937,9,75.897,5,0.009,3,MWN0010001,0,0,1,0,0,0,1,N
M,I,N,1344.795,2.736,7,71.547,1,0.144,2,MIN0010000,0,0,1,0,0,0,0,N
F,W,Y,1302.406,2.374,0,101.894,6,0.687,0,FWY0001000,0,0,0,1,0,0,0,Y
M,W,N,935.369,2.012,7,80.058,8,0.773,2,MWN0010100,0,0,1,0,1,0,0,N
F,W,N,1369.884,1.945,4,71.082,5,0.742,0,FWN0000000,0,0,0,0,0,0,0,Y
F,A,N,964.561,1.739,3,70.035,6,0.151,3,FAN0000001,0,0,0,0,0,0,1,Y
F,O,N,1056.255,2.048,4,67.406,4,0.371,2,FON0000000,0,0,0,0,0,0,0,Y
M,W,Y,756.066,1.418,4,80.596,0,0.152,2,MWY0000000,0,0,0,0,0,0,0,N
M,I,Y,1269.125,1.511,9,93.661,3,0.157,1,MIY0010000,0,0,1,0,0,0,0,N
F,A,N,1062.829,3.296,4,77.418,7,0.056,3,FAN0100001,0,1,0,0,0,0,1,N
M,W,N,783.247,2.023,8,90.984,7,0.579,2,MWN0010000,0,0,1,0,0,0,0,Y
M,A,N,827.317,2.574,6,66.405,21,0.249,0,MAN0010100,0,0,1,0,1,0,0,N
M,A,N,326.963,2.871,2,77.712,4,0.186,1,MAN0000000,0,0,0,0,0,0,0,Y
F,O,N,1505.565,3.864,5,69.458,1,0.501,2,FON0110000,0,1,1,0,0,0,0,Y
F,W,N,1039.469,2.151,4,113.535,8,0.321,0,FWN0001100,0,0,0,1,1,0,0,N
M,H,N,590.27,1.967,0,111.13,0,0.272,1,MHN0001000,0,0,0,1,0,0,0,Y
F,O,Y,1820.264,2.689,3,73.868,4,0.916,1,FOY0000010,0,0,0,0,0,1,0,N
M,W,N,688.399,1.846,4,81.741,2,0.731,3,MWN0000001,0,0,0,0,0,0,1,N
F,A,N,1642.89,2.971,0,76.675,7,0.998,2,FAN0000010,0,0,0,0,0,1,0,N
F,A,Y,960.538,2.685,0,60.761,0,0.576,3,FAY0000001,0,0,0,0,0,0,1,Y
M,W,N,1600.548,1.597,4,71.645,7,0.519,1,MWN0000000,0,0,0,0,0,0,0,Y
F,W,N,1279.056,2.246,9,70.863,6,0.818,1,FWN0010000,0,0,1,0,0,0,0,Y
M,W,N,1370.592,3.122,4,53.082,28,0.471,0,MWN0100100,0,1,0,0,1,0,0,N
F,A,N,1328.617,2.17,2,78.048,8,0.776,4,FAN0000101,0,0,0,0,1,0,1,N
M,O,N,1005.241,2.961,1,55.257,1,0.517,4,MON0000001,0,0,0,0,0,0,1,N
M,W,N,1286.907,2.005,4,84.933,9,0.007,1,MWN0000100,0,0,0,0,1,0,0,Y
M,W,N,1489.928,1.784,2,75.133,0,0.418,4,MWN0000001,0,0,0,0,0,0,1,N
M,O,N,1480.336,2.191,6,57.245,8,0.168,2,MON0010100,0,0,1,0,1,0,0,N
F,W,N,830.399,2.363,8,72.841,37,0.059,4,FWN0010101,0,0,1,0,1,0,1,Y
F,W,N,1259.534,3.123,5,108.494,3,0.584,4,FWN0111001,0,1,1,1,0,0,1,Y
F,W,Y,926.336,3.329,8,95.839,1,0.614,3,FWY0110001,0,1,1,0,0,0,1,Y
F,W,N,1413.344,2.656,8,83.055,30,0.633,3,FWN0010101,0,0,1,0,1,0,1,N
M,B,N,1224.649,2.067,7,90.563,4,0.489,0,MBN0010000,0,0,1,0,0,0,0,Y
F,H,N,1084.421,2.754,1,93.575,6,0.102,0,FHN0000000,0,0,0,0,0,0,0,N
F,H,N,1165.541,3.097,9,90.551,5,0.616,4,FHN0110001,0,1,1,0,0,0,1,N
F,W,N,1119.036,2.925,9,70.398,9,0.226,1,FWN0010100,0,0,1,0,1,0,0,Y
F,W,N,1088.624,2.548,1,66.799,9,0.867,2,FWN0000100,0,0,0,0,1,0,0,N
M,A,N,1067.337,2.129,6,67.476,3,0.65,0,MAN0010000,0,0,1,0,0,0,0,Y
M,H,N,974.352,2.255,5,89.28,2,0.873,4,MHN0010001,0,0,1,0,0,0,1,Y
M,W,N,982.182,2.524,8,110.365,2,0.899,2,MWN0011000,0,0,1,1,0,0,0,N
F,O,N,1230.922,2.479,3,48.653,7,0.9,1,FON0000010,0,0,0,0,0,1,0,N
M,W,N,864.642,1.719,1,71.059,2,0.966,0,MWN0000010,0,0,0,0,0,1,0,Y
M,A,N,1164.395,1.376,6,65.761,1,0.077,1,MAN0010000,0,0,1,0,0,0,0,Y
M,A,N,810.485,2.391,0,73.845,3,0.581,4,MAN0000001,0,0,0,0,0,0,1,Y
F,O,N,1394.689,3.387,0,64.899,1,0.087,1,FON0100000,0,1,0,0,0,0,0,N
M,W,Y,694.725,1.59,8,82.713,7,0.691,3,MWY0010001,0,0,1,0,0,0,1,N
M,O,N,945.657,3.693,7,47.496,0,0.428,0,MON0110000,0,1,1,0,0,0,0,N
F,A,Y,1674.988,2.569,2,66.671,4,0.494,1,FAY0000000,0,0,0,0,0,0,0,N
M,W,N,796.606,1.677,9,82.094,6,0.808,3,MWN0010001,0,0,1,0,0,0,1,N
M,O,N,1415.536,2.594,3,43.666,0,0.593,0,MON0000000,0,0,0,0,0,0,0,Y
F,A,N,1099.64,3.433,5,68.705,2,0.937,0,FAN0110010,0,1,1,0,0,1,0,N
F,O,N,1168.605,2.969,8,65.113,9,0.202,3,FON0010101,0,0,1,0,1,0,1,N
M,O,N,511.515,1.861,7,70.613,6,0.419,2,MON0010000,0,0,1,0,0,0,0,N
M,B,N,718.225,2.256,7,88.285,5,0.208,0,MBN0010000,0,0,1,0,0,0,0,Y
F,W,N,1281.842,2.413,4,91.017,37,0.332,1,FWN0000100,0,0,0,0,1,0,0,N
F,O,N,1172.223,2.522,4,57.201,2,0.431,0,FON0000000,0,0,0,0,0,0,0,Y
F,O,N,1264.812,3.295,5,56.349,8,0.199,3,FON0110101,0,1,1,0,1,0,1,N
F,B,N,1399.336,2.549,1,91.981,6,0.306,1,FBN0000000,0,0,0,0,0,0,0,N
